id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,quartier
2025-1083629,2025-07-29,1,Vente,61480.0,8.0,,RUE F PELLOUTIER,2845,83000.0,83137,Toulon,83,,,83137000CL0424,,,4.0,16.08,,,,,,,,,1,2.0,Appartement,16.0,1.0,,,,,,5.933623,43.12331,Toulon - Haute ville
2025-1083631,2025-08-06,1,Vente,121000.0,559.0,,AV CHARLES GANTELME,1455,83200.0,83137,Toulon,83,,,83137000DT0001,,,35.0,,62.0,39.48,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.892038,43.14132,Toulon - Ubc - Dardennes - Barbanne
2025-1083631,2025-08-06,1,Vente,121000.0,559.0,,AV CHARLES GANTELME,1455,83200.0,83137,Toulon,83,,,83137000DT0001,,,35.0,,62.0,39.48,,,,,,,2,2.0,Appartement,38.0,1.0,,,,,,5.892038,43.14132,Toulon - Ubc - Dardennes - Barbanne
2025-1083632,2025-07-31,1,Vente,20000.0,41.0,,RUE PIERRE BORIES,5755,83100.0,83137,Toulon,83,,,83137000BE0350,,,47.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.956059,43.123146,Toulon - Haute ville
2025-1083633,2025-07-17,1,Vente,94400.0,312.0,,CHE DE LA RESSENCE,6185,83100.0,83137,Toulon,83,,,83137000BD0555,,,27.0,18.92,,,,,,,,,1,2.0,Appartement,19.0,1.0,,,,,,5.969718,43.120551,Toulon - Haute ville
2025-1083635,2025-07-31,1,Vente,60000.0,32.0,,RUE NICOLAS LAUGIER,5390,83000.0,83137,Toulon,83,,,83137000CN0534,,,10.0,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,80.0,0.0,,,,,,5.931321,43.121819,Toulon - Haute ville
2025-1083650,2025-07-30,1,Vente,202000.0,9003.0,,IMP AUGUSTE PRUNAI,0520,83100.0,83137,Toulon,83,,,83137000BI0774,,,2.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.974157,43.11802,Toulon - Haute ville
2025-1083650,2025-07-30,1,Vente,202000.0,9003.0,,IMP AUGUSTE PRUNAI,0520,83100.0,83137,Toulon,83,,,83137000BI0774,,,2.0,,,,,,,,,,1,1.0,Maison,50.0,3.0,,,,,,5.974157,43.11802,Toulon - Haute ville
2025-1083655,2025-07-30,1,Vente,388000.0,9001.0,,LA TOUR D'IVOIRE,A350,83000.0,83137,Toulon,83,,,83137000BY0053,,,238.0,70.09,,,,,,,,,1,2.0,Appartement,72.0,3.0,,,,,,5.937983,43.114204,Toulon - Haute ville
2025-1083664,2025-07-25,1,Vente,451000.0,12.0,,RUE VALES,7070,83200.0,83137,Toulon,83,,,83137000CZ0078,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,558.0,5.91817,43.136205,Toulon - Ubc - Dardennes - Barbanne
2025-1083664,2025-07-25,1,Vente,451000.0,12.0,,RUE VALES,7070,83200.0,83137,Toulon,83,,,83137000CZ0078,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,558.0,5.91817,43.136205,Toulon - Ubc - Dardennes - Barbanne
2025-1083664,2025-07-25,1,Vente,451000.0,12.0,,RUE VALES,7070,83200.0,83137,Toulon,83,,,83137000CZ0078,,,,,,,,,,,,,0,1.0,Maison,86.0,4.0,S,sols,,,558.0,5.91817,43.136205,Toulon - Ubc - Dardennes - Barbanne
2025-1083665,2025-07-07,1,Vente,70000.0,15.0,,RUE DE POMET,5870,83000.0,83137,Toulon,83,,,83137000CN0720,,,42.0,29.13,,,,,,,,,1,2.0,Appartement,29.0,1.0,,,,,,5.931919,43.123639,Toulon - Haute ville
2025-1083669,2025-07-04,1,Vente,120000.0,30.0,,RUE NICOLAS LAUGIER,5390,83000.0,83137,Toulon,83,,,83137000CN0533,,,9.0,46.76,,,,,,,,,1,2.0,Appartement,57.0,2.0,,,,,,5.931357,43.121896,Toulon - Haute ville
2025-1083673,2025-07-10,1,Vente,138000.0,41.0,,ALL DU DOCTEUR LAURES,2307,83000.0,83137,Toulon,83,,,83137000BY0038,,,142.0,,207.0,65.23,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.937268,43.113633,Toulon - Haute ville
2025-1083673,2025-07-10,1,Vente,138000.0,41.0,,ALL DU DOCTEUR LAURES,2307,83000.0,83137,Toulon,83,,,83137000BY0038,,,142.0,,207.0,65.23,,,,,,,2,2.0,Appartement,68.0,4.0,,,,,,5.937268,43.113633,Toulon - Haute ville
2025-1083677,2025-07-10,1,Vente,130000.0,522.0,,AV DE LA REPUBLIQUE,6175,83000.0,83137,Toulon,83,,,83137000CM0327,,,79.0,47.8,,,,,,,,,1,2.0,Appartement,40.0,2.0,,,,,,5.9344,43.118982,Toulon - Haute ville
2025-1083678,2025-07-22,1,Vente,28000.0,244.0,,RUE MUIRON,5340,83000.0,83137,Toulon,83,,,83137000BV0055,,,89.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.941568,43.111007,Toulon - Haute ville
2025-1083679,2025-07-28,1,Vente,124228.0,17.0,,RUE FELIX PYAT,2825,83000.0,83137,Toulon,83,,,83137000CN0368,,,6.0,35.34,,,,,,,,,1,2.0,Appartement,38.0,2.0,,,,,,5.932827,43.122529,Toulon - Haute ville
2025-1083685,2025-07-28,1,Vente,158000.0,2.0,,RUE D ANTRECHAUS,0370,83000.0,83137,Toulon,83,,,83137000CK0201,,,10.0,71.15,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.933835,43.124814,Toulon - Haute ville
2025-1083685,2025-07-28,1,Vente,158000.0,2.0,,RUE D ANTRECHAUS,0370,83000.0,83137,Toulon,83,,,83137000CK0201,,,10.0,71.15,,,,,,,,,1,2.0,Appartement,71.0,3.0,,,,,,5.933835,43.124814,Toulon - Haute ville
2025-1083685,2025-07-28,1,Vente,158000.0,2.0,,RUE D ANTRECHAUS,0370,83000.0,83137,Toulon,83,,,83137000CK0201,,,12.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.933835,43.124814,Toulon - Haute ville
2025-1083691,2025-07-29,1,Vente,635000.0,272.0,,CHE DE LA CALADE,1135,83000.0,83137,Toulon,83,,,83137000BO0028,,,,,,,,,,,,,0,1.0,Maison,80.0,3.0,S,sols,,,760.0,5.961185,43.112032,Toulon - Haute ville
2025-1083692,2025-07-24,1,Vente,415000.0,92.0,,RUE PEGULU,5675,83000.0,83137,Toulon,83,,,83137000BT0070,,,,,,,,,,,,,0,1.0,Maison,48.0,3.0,S,sols,,,215.0,5.944983,43.113891,Toulon - Haute ville
2025-1083692,2025-07-24,1,Vente,415000.0,84.0,,RUE PEGULU,5675,83000.0,83137,Toulon,83,,,83137000BT0071,,,,,,,,,,,,,0,1.0,Maison,43.0,3.0,S,sols,,,140.0,5.944872,43.113878,Toulon - Haute ville
2025-1083694,2025-07-29,1,Vente,128000.0,16.0,,RUE REGIMBAUD,6140,83100.0,83137,Toulon,83,,,83137000CH0543,,,50.0,36.5,,,,,,,,,1,2.0,Appartement,36.0,2.0,,,,,,5.951036,43.125289,Toulon - Haute ville
2025-1083694,2025-07-29,1,Vente,128000.0,16.0,,RUE REGIMBAUD,6140,83100.0,83137,Toulon,83,,,83137000CH0543,,,64.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.951036,43.125289,Toulon - Haute ville
2025-1083697,2025-08-06,1,Vente,198000.0,451.0,,CHE DES BONNES HERBES,0963,83200.0,83137,Toulon,83,,,83137000EI0364,,,44.0,80.3,,,,,,,,,1,2.0,Appartement,76.0,4.0,,,,,,5.888985,43.145624,Toulon - Ubc - Dardennes - Barbanne
2025-1083697,2025-08-06,1,Vente,198000.0,451.0,,CHE DES BONNES HERBES,0963,83200.0,83137,Toulon,83,,,83137000EI0364,,,44.0,80.3,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.888985,43.145624,Toulon - Ubc - Dardennes - Barbanne
2025-1083697,2025-08-06,1,Vente,198000.0,451.0,,CHE DES BONNES HERBES,0963,83200.0,83137,Toulon,83,,,83137000EI0364,,,44.0,80.3,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.888985,43.145624,Toulon - Ubc - Dardennes - Barbanne
2025-1083699,2025-07-29,1,Vente,334450.0,148.0,,RUE DU SENEGAL,6710,83000.0,83137,Toulon,83,,,83137000AO0552,,,1.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.940623,43.134282,Toulon - Haute ville
2025-1083699,2025-07-29,1,Vente,334450.0,148.0,,RUE DU SENEGAL,6710,83000.0,83137,Toulon,83,,,83137000AO0552,,,1.0,,,,,,,,,,1,2.0,Appartement,100.0,3.0,,,,,,5.940623,43.134282,Toulon - Haute ville
2025-1083700,2025-07-28,1,Vente,281230.0,76.0,,RUE VICTOR GELU PROLONGEE,7166,83000.0,83137,Toulon,83,,,83137000BI0660,,,402.0,65.0,,,,,,,,,1,2.0,Appartement,65.0,3.0,,,,,,5.972183,43.116791,Toulon - Haute ville
2025-1083700,2025-07-28,1,Vente,281230.0,76.0,,RUE VICTOR GELU PROLONGEE,7166,83000.0,83137,Toulon,83,,,83137000BI0660,,,440.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.972183,43.116791,Toulon - Haute ville
2025-1083701,2025-07-31,1,Vente,60000.0,11.0,,RUE LEBLOND SAINT HILAIRE,4380,83000.0,83137,Toulon,83,,,83137000CP0020,,,2.0,23.2,,,,,,,,,1,2.0,Appartement,25.0,1.0,,,,,,5.927802,43.124856,Toulon - Haute ville
2025-1083702,2025-07-11,1,Vente,67000.0,15.0,,RUE DE POMET,5870,83000.0,83137,Toulon,83,,,83137000CN0720,,,58.0,19.35,,,,,,,,,1,2.0,Appartement,19.0,1.0,,,,,,5.931919,43.123639,Toulon - Haute ville
2025-1083703,2025-07-23,1,Vente,166000.0,10.0,,RUE JEAN PHILIPPE RAMEAU,3943,83000.0,83137,Toulon,83,,,83137000BZ0237,,,33.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.941305,43.118184,Toulon - Haute ville
2025-1083703,2025-07-23,1,Vente,166000.0,10.0,,RUE JEAN PHILIPPE RAMEAU,3943,83000.0,83137,Toulon,83,,,83137000BZ0237,,,131.0,80.15,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.941305,43.118184,Toulon - Haute ville
2025-1083703,2025-07-23,1,Vente,166000.0,10.0,,RUE JEAN PHILIPPE RAMEAU,3943,83000.0,83137,Toulon,83,,,83137000BZ0237,,,131.0,80.15,,,,,,,,,1,2.0,Appartement,79.0,4.0,,,,,,5.941305,43.118184,Toulon - Haute ville
2025-1083704,2025-07-28,1,Vente,177600.0,233.0,,BD RAYNOUARD,6116,83000.0,83137,Toulon,83,,,83137000AP0561,,,307.0,,308.0,,309.0,,310.0,,311.0,,8,4.0,Local industriel. commercial ou assimilé,92.0,0.0,,,,,,5.940553,43.12589,Toulon - Haute ville
2025-1083707,2025-07-23,1,Vente,110000.0,6.0,,RUE DOMINIQUE SANTINI,2361,83000.0,83137,Toulon,83,,,83137000BY0006,,,11.0,25.11,,,,,,,,,1,2.0,Appartement,24.0,1.0,,,,,,5.935779,43.116514,Toulon - Haute ville
2025-1083714,2025-07-18,1,Vente,185000.0,1969.0,,CHEM VX CHEMIN DE SAINTE MUSSE,6620,83100.0,83137,Toulon,83,,,83137000AY0266,,,44.0,57.97,,,,,,,,,1,2.0,Appartement,58.0,3.0,,,,,,5.976934,43.121877,Toulon - Haute ville
2025-1083714,2025-07-18,1,Vente,185000.0,1969.0,,CHEM VX CHEMIN DE SAINTE MUSSE,6620,83100.0,83137,Toulon,83,,,83137000AY0266,,,9.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.976934,43.121877,Toulon - Haute ville
2025-1083716,2025-07-22,1,Vente,156750.0,106.0,,RUE ADOLPHE BONY,0050,83000.0,83137,Toulon,83,,,83137000AN0294,,,1.0,62.6,,,,,,,,,1,2.0,Appartement,68.0,3.0,,,,,,5.92498,43.131361,Toulon - Haute ville
2025-1083719,2025-07-10,1,Vente,120000.0,81.0,,AV JOSEPH LOUIS ORTOLAN,4035,83100.0,83137,Toulon,83,,,83137000AR0281,,,8.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.951709,43.127412,Toulon - Haute ville
2025-1083719,2025-07-10,1,Vente,120000.0,81.0,,AV JOSEPH LOUIS ORTOLAN,4035,83100.0,83137,Toulon,83,,,83137000AR0281,,,34.0,,,,,,,,,,1,2.0,Appartement,29.0,1.0,,,,,,5.951709,43.127412,Toulon - Haute ville
2025-1083721,2025-07-28,1,Vente,284590.0,121.0,,RUE GROIGNARD,3464,83200.0,83137,Toulon,83,,,83137000DT0724,,,32.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.902795,43.140797,Toulon - Ubc - Dardennes - Barbanne
2025-1083721,2025-07-28,1,Vente,284590.0,121.0,,RUE GROIGNARD,3464,83200.0,83137,Toulon,83,,,83137000DT0724,,,12.0,75.01,,,,,,,,,1,2.0,Appartement,75.0,4.0,,,,,,5.902795,43.140797,Toulon - Ubc - Dardennes - Barbanne
2025-1083721,2025-07-28,1,Vente,284590.0,121.0,,RUE GROIGNARD,3464,83200.0,83137,Toulon,83,,,83137000DT0726,,,3.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.902926,43.140808,Toulon - Ubc - Dardennes - Barbanne
2025-1083730,2025-07-24,1,Vente,115000.0,6.0,,RUE DE L HUMILITE,3695,83000.0,83137,Toulon,83,,,83137000CO0122,,,3.0,68.18,,,,,,,,,1,2.0,Appartement,76.0,4.0,,,,,,5.93295,43.124029,Toulon - Haute ville
2025-1083732,2025-07-25,1,Vente,110000.0,6.0,,RUE DE L HUMILITE,3695,83000.0,83137,Toulon,83,,,83137000CO0122,,,11.0,,,,,,,,,,1,2.0,Appartement,66.0,1.0,,,,,,5.93295,43.124029,Toulon - Haute ville
2025-1083732,2025-07-25,1,Vente,110000.0,6.0,,RUE DE L HUMILITE,3695,83000.0,83137,Toulon,83,,,83137000CO0122,,,4.0,60.44,,,,,,,,,1,2.0,Appartement,15.0,3.0,,,,,,5.93295,43.124029,Toulon - Haute ville
2025-1083739,2025-07-18,1,Vente,41500.0,300.0,,AV AMIRAL COLLET,0205,83000.0,83137,Toulon,83,,,83137000CY0257,,,6.0,,,,,,,,,,1,2.0,Appartement,64.0,3.0,,,,,,5.922729,43.128851,Toulon - Haute ville
2025-1083739,2025-07-18,1,Vente,41500.0,300.0,,AV AMIRAL COLLET,0205,83000.0,83137,Toulon,83,,,83137000CY0257,,,6.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.922729,43.128851,Toulon - Haute ville
2025-1083740,2025-07-22,1,Vente,75500.0,273.0,,CHE DE RIGOUMEL,6247,83200.0,83137,Toulon,83,,,83137000DV0123,,,23.0,,34.0,,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.905488,43.143653,Toulon - Ubc - Dardennes - Barbanne
2025-1083740,2025-07-22,1,Vente,75500.0,273.0,,CHE DE RIGOUMEL,6247,83200.0,83137,Toulon,83,,,83137000DV0123,,,23.0,,34.0,,,,,,,,2,2.0,Appartement,56.0,3.0,,,,,,5.905488,43.143653,Toulon - Ubc - Dardennes - Barbanne
2025-1083750,2025-07-28,1,Vente,96000.0,31.0,,TRA LACORDAIRE,4221,83200.0,83137,Toulon,83,,,83137000CX0114,,,1.0,27.09,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.917223,43.132266,Toulon - Ubc - Dardennes - Barbanne
2025-1083750,2025-07-28,1,Vente,96000.0,31.0,,TRA LACORDAIRE,4221,83200.0,83137,Toulon,83,,,83137000CX0114,,,1.0,27.09,,,,,,,,,1,2.0,Appartement,30.0,1.0,,,,,,5.917223,43.132266,Toulon - Ubc - Dardennes - Barbanne
2025-1083751,2025-07-22,1,Vente,130000.0,63.0,,RUE MAISSIN,4750,83000.0,83137,Toulon,83,,,83137000CI0181,,,1.0,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,100.0,0.0,,,,,,5.942042,43.122386,Toulon - Haute ville
2025-1083752,2025-07-29,1,Vente,93000.0,54.0,,AV FREDERIC PASSY,3075,83100.0,83137,Toulon,83,,,83137000CD0096,,,15.0,,,,,,,,,,1,2.0,Appartement,50.0,3.0,,,,,,5.947576,43.121326,Toulon - Haute ville
2025-1083752,2025-07-29,1,Vente,93000.0,54.0,,AV FREDERIC PASSY,3075,83100.0,83137,Toulon,83,,,83137000CD0096,,,15.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.947576,43.121326,Toulon - Haute ville
2025-1083761,2025-07-24,1,Vente,170000.0,29.0,,BD JULES MICHELET,4100,83000.0,83137,Toulon,83,,,83137000BR0611,,,24.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.946498,43.116716,Toulon - Haute ville
2025-1083761,2025-07-24,1,Vente,170000.0,29.0,,BD JULES MICHELET,4100,83000.0,83137,Toulon,83,,,83137000BR0611,,,24.0,,,,,,,,,,1,2.0,Appartement,71.0,3.0,,,,,,5.946498,43.116716,Toulon - Haute ville
2025-1083765,2025-07-18,1,Vente,62000.0,173.0,,AV DOCTEUR FONTAN,2270,83200.0,83137,Toulon,83,,,83137000CY0101,,,2.0,37.12,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,34.0,0.0,,,,,,5.91902,43.131417,Toulon - Ubc - Dardennes - Barbanne
2025-1083780,2025-07-30,2,Vente,10000.0,,,CLARET,B017,83200.0,83137,Toulon,83,,,83137000EX0181,,,,,,,,,,,,,0,,,,,L,landes,,,2638.0,5.927475,43.139567,Toulon - Ubc - Dardennes - Barbanne
2025-1083789,2025-08-04,1,Vente,258000.0,318.0,,CHE DE L ORATOIRE,5470,83200.0,83137,Toulon,83,,,83137000EH0163,,,5.0,84.81,9.0,,,,,,,,2,2.0,Appartement,88.0,5.0,,,,,,5.899381,43.143857,Toulon - Ubc - Dardennes - Barbanne
2025-1083793,2025-08-07,1,Vente,104500.0,2.0,B,RUE DE LORGUES,4565,83000.0,83137,Toulon,83,,,83137000CL0039,,,8.0,,,,,,,,,,1,2.0,Appartement,31.0,1.0,,,,,,5.934956,43.122929,Toulon - Haute ville
2025-1083793,2025-08-07,1,Vente,104500.0,2.0,B,RUE DE LORGUES,4565,83000.0,83137,Toulon,83,,,83137000CL0039,,,8.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.934956,43.122929,Toulon - Haute ville
2025-1083794,2025-07-25,1,Vente,176735.0,96.0,,BD BAUCHIERE,0650,83200.0,83137,Toulon,83,,,83137000CY0306,,,113.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.917807,43.128627,Toulon - Ubc - Dardennes - Barbanne
2025-1083794,2025-07-25,1,Vente,176735.0,96.0,,BD BAUCHIERE,0650,83200.0,83137,Toulon,83,,,83137000CY0306,,,24.0,,,,,,,,,,1,2.0,Appartement,58.0,3.0,,,,,,5.917807,43.128627,Toulon - Ubc - Dardennes - Barbanne
2025-1083799,2025-07-24,1,Vente,59900.0,40.0,,RUE VICTOR CLAPPIER,7145,83000.0,83137,Toulon,83,,,83137000CK0237,,,21.0,,22.0,,23.0,,,,,,3,2.0,Appartement,30.0,1.0,,,,,,5.933806,43.125849,Toulon - Haute ville
2025-1083801,2025-07-17,1,Vente en l'état futur d'achèvement,443000.0,,,AV DE LA RESISTANCE,6180,83000.0,83137,Toulon,83,,,83137000BK0207,,,54.0,,,,,,,,,,1,,,,,,,,,,5.971087,43.111201,Toulon - Haute ville
2025-1083801,2025-07-17,1,Vente en l'état futur d'achèvement,443000.0,,,AV DE LA RESISTANCE,6180,83000.0,83137,Toulon,83,,,83137000BK0207,,,22.0,,,,,,,,,,1,,,,,,,,,,5.971087,43.111201,Toulon - Haute ville
2025-1083803,2025-07-31,1,Vente,46600.0,8.0,,RUE GARIBALDI,3170,83000.0,83137,Toulon,83,,,83137000CL0193,,,8.0,,,,,,,,,,1,2.0,Appartement,34.0,1.0,,,,,,5.935482,43.12147,Toulon - Haute ville
2025-1083804,2025-07-25,1,Vente,85000.0,7.0,,RUE RICHARD ANDRIEU,6240,83000.0,83137,Toulon,83,,,83137000CN0335,,,16.0,,8.0,,,,,,,,2,2.0,Appartement,51.0,2.0,,,,,,5.932398,43.123047,Toulon - Haute ville
2025-1083804,2025-07-25,1,Vente,85000.0,7.0,,RUE RICHARD ANDRIEU,6240,83000.0,83137,Toulon,83,,,83137000CN0335,,,16.0,,8.0,,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.932398,43.123047,Toulon - Haute ville
2025-1083805,2025-07-24,1,Vente,92700.0,45.0,,IMP PAUL LEVERE,5622,83200.0,83137,Toulon,83,,,83137000AM0198,,,5.0,,,,,,,,,,1,2.0,Appartement,54.0,3.0,,,,,,5.924874,43.136801,Toulon - Ubc - Dardennes - Barbanne
2025-1083805,2025-07-24,1,Vente,92700.0,45.0,,IMP PAUL LEVERE,5622,83200.0,83137,Toulon,83,,,83137000AM0198,,,5.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.924874,43.136801,Toulon - Ubc - Dardennes - Barbanne
2025-1083805,2025-07-24,1,Vente,92700.0,45.0,,IMP PAUL LEVERE,5622,83200.0,83137,Toulon,83,,,83137000AM0198,,,4.0,55.24,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.924874,43.136801,Toulon - Ubc - Dardennes - Barbanne
2025-1083816,2025-07-10,1,Vente,716242.0,68.0,,IMP FREDERIC MIREUR,3065,83000.0,83137,Toulon,83,,,83137000BI0202,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,510.0,5.969703,43.112768,Toulon - Haute ville
2025-1083816,2025-07-10,1,Vente,716242.0,68.0,,IMP FREDERIC MIREUR,3065,83000.0,83137,Toulon,83,,,83137000BI0202,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,510.0,5.969703,43.112768,Toulon - Haute ville
2025-1083816,2025-07-10,1,Vente,716242.0,68.0,,IMP FREDERIC MIREUR,3065,83000.0,83137,Toulon,83,,,83137000BI0202,,,,,,,,,,,,,0,1.0,Maison,120.0,4.0,S,sols,,,510.0,5.969703,43.112768,Toulon - Haute ville
2025-1083816,2025-07-10,1,Vente,716242.0,68.0,,IMP FREDERIC MIREUR,3065,83000.0,83137,Toulon,83,,,83137000BI0202,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,510.0,5.969703,43.112768,Toulon - Haute ville
2025-1083817,2025-07-23,1,Vente,469300.0,9006.0,,RUE CHENARD HUCHE,1525,83000.0,83137,Toulon,83,,,83137000AK0109,,,,,,,,,,,,,0,1.0,Maison,45.0,3.0,S,sols,,,535.0,5.946944,43.13114,Toulon - Haute ville
2025-1083817,2025-07-23,1,Vente,469300.0,,,RUE CHENARD HUCHE,1525,83000.0,83137,Toulon,83,,,83137000AK0110,,,,,,,,,,,,,0,,,,,S,sols,,,165.0,5.946903,43.130898,Toulon - Haute ville
2025-1083819,2025-07-11,1,Vente,129000.0,27.0,,RUE CASTEL,1260,83000.0,83137,Toulon,83,,,83137000BV0543,,,6.0,28.07,,,,,,,,,1,2.0,Appartement,34.0,2.0,,,,,,5.9393,43.10996,Toulon - Haute ville
2025-1083820,2025-07-11,1,Vente,162473.0,744.0,,RUE DAVID,2105,83200.0,83137,Toulon,83,,,83137000DR0551,,,7.0,37.0,,,,,,,,,1,2.0,Appartement,40.0,2.0,,,,,,5.88567,43.139481,Toulon - Ubc - Dardennes - Barbanne
2025-1083820,2025-07-11,1,Vente,162473.0,744.0,,RUE DAVID,2105,83200.0,83137,Toulon,83,,,83137000DR0551,,,100.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.88567,43.139481,Toulon - Ubc - Dardennes - Barbanne
2025-1083822,2025-07-16,1,Vente,12500.0,122.0,,BD DU FARON,2770,83200.0,83137,Toulon,83,,,83137000AM0451,,,19.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.930389,43.135661,Toulon - Ubc - Dardennes - Barbanne
2025-1083824,2025-07-16,1,Vente,163165.0,3.0,,RUE LAMINOIS,4280,83000.0,83137,Toulon,83,,,83137000CM0190,,,36.0,47.51,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.934725,43.120312,Toulon - Haute ville
2025-1083824,2025-07-16,1,Vente,163165.0,3.0,,RUE LAMINOIS,4280,83000.0,83137,Toulon,83,,,83137000CM0190,,,36.0,47.51,,,,,,,,,1,2.0,Appartement,47.0,2.0,,,,,,5.934725,43.120312,Toulon - Haute ville
2025-1083827,2025-07-17,1,Vente,250000.0,9001.0,,APOLLON,A320,83000.0,83137,Toulon,83,,,83137000AN0281,,,23.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.927115,43.130887,Toulon - Haute ville
2025-1083827,2025-07-17,1,Vente,250000.0,112.0,,AV EMILE VINCENT,2590,83000.0,83137,Toulon,83,,,83137000AN0282,,,57.0,,80.0,80.0,,,,,,,2,2.0,Appartement,69.0,4.0,,,,,,5.926612,43.131022,Toulon - Haute ville
2025-1083827,2025-07-17,1,Vente,250000.0,112.0,,AV EMILE VINCENT,2590,83000.0,83137,Toulon,83,,,83137000AN0282,,,57.0,,80.0,80.0,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.926612,43.131022,Toulon - Haute ville
2025-1083835,2025-07-08,1,Vente,64000.0,49.0,,IMP EL KANTARA,2535,83200.0,83137,Toulon,83,,,83137000CW0533,,,4.0,18.23,,,,,,,,,1,2.0,Appartement,18.0,1.0,,,,,,5.908954,43.13061,Toulon - Ubc - Dardennes - Barbanne
2025-1083836,2025-07-07,1,Vente,255000.0,18.0,,BD COMMANDANT ANDRE BOURGES,1760,83000.0,83137,Toulon,83,,,83137000BW0203,,,15.0,,31.0,47.79,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.931311,43.104932,Toulon - Haute ville
2025-1083836,2025-07-07,1,Vente,255000.0,18.0,,BD COMMANDANT ANDRE BOURGES,1760,83000.0,83137,Toulon,83,,,83137000BW0203,,,15.0,,31.0,47.79,,,,,,,2,2.0,Appartement,47.0,2.0,,,,,,5.931311,43.104932,Toulon - Haute ville
2025-1083837,2025-07-09,1,Vente,646350.0,267.0,E,AV DE VERDUN,7115,83100.0,83137,Toulon,83,,,83137000AV0367,,,,,,,,,,,,,0,1.0,Maison,130.0,4.0,S,sols,,,1061.0,5.972089,43.132395,Toulon - Haute ville
2025-1083840,2025-07-31,1,Vente,320000.0,48.0,,RUE SIDI BRAHIM,6780,83200.0,83137,Toulon,83,,,83137000DH0161,,,,,,,,,,,,,0,2.0,Appartement,56.0,3.0,S,sols,,,685.0,5.914954,43.138918,Toulon - Ubc - Dardennes - Barbanne
2025-1083840,2025-07-31,1,Vente,320000.0,48.0,,RUE SIDI BRAHIM,6780,83200.0,83137,Toulon,83,,,83137000DH0161,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,685.0,5.914954,43.138918,Toulon - Ubc - Dardennes - Barbanne
