id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,quartier
2025-1076981,2025-02-12,1,Vente,600000.0,192.0,,IMP DE LA POUDRIERE,5914,83200.0,83137,Toulon,83,,,83137000DV0287,,,,,,,,,,,,,0,1.0,Maison,100.0,4.0,J,jardins,POTAG,Jardin potager,1015.0,5.905646,43.140629,Toulon - Ubc - Dardennes - Barbanne
2025-1076982,2025-02-06,1,Vente,16500.0,87.0,,AV MARCEL CASTIE,4795,83000.0,83137,Toulon,83,,,83137000CI0003,,,205.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.940058,43.123393,Toulon - Haute ville
2025-1076990,2025-02-10,1,Vente,186000.0,230.0,,AV DU PORT DE PLAISANCE,5907,83000.0,83137,Toulon,83,,,83137000BY0215,,,56.0,59.15,57.0,,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.931869,43.113393,Toulon - Haute ville
2025-1076990,2025-02-10,1,Vente,186000.0,230.0,,AV DU PORT DE PLAISANCE,5907,83000.0,83137,Toulon,83,,,83137000BY0215,,,56.0,59.15,57.0,,,,,,,,2,2.0,Appartement,58.0,3.0,,,,,,5.931869,43.113393,Toulon - Haute ville
2025-1076991,2025-02-24,1,Vente,613000.0,2.0,,RUE MARIE THERESE,4890,83000.0,83137,Toulon,83,,,83137000BV0531,,,,,,,,,,,,,0,2.0,Appartement,41.0,3.0,S,sols,,,136.0,5.938595,43.110863,Toulon - Haute ville
2025-1076991,2025-02-24,1,Vente,613000.0,2.0,,RUE MARIE THERESE,4890,83000.0,83137,Toulon,83,,,83137000BV0531,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,136.0,5.938595,43.110863,Toulon - Haute ville
2025-1076991,2025-02-24,1,Vente,613000.0,2.0,,RUE MARIE THERESE,4890,83000.0,83137,Toulon,83,,,83137000BV0531,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,136.0,5.938595,43.110863,Toulon - Haute ville
2025-1076991,2025-02-24,1,Vente,613000.0,2.0,,RUE MARIE THERESE,4890,83000.0,83137,Toulon,83,,,83137000BV0531,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,136.0,5.938595,43.110863,Toulon - Haute ville
2025-1076991,2025-02-24,1,Vente,613000.0,2.0,,RUE MARIE THERESE,4890,83000.0,83137,Toulon,83,,,83137000BV0531,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,136.0,5.938595,43.110863,Toulon - Haute ville
2025-1076991,2025-02-24,1,Vente,613000.0,2.0,,RUE MARIE THERESE,4890,83000.0,83137,Toulon,83,,,83137000BV0531,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,136.0,5.938595,43.110863,Toulon - Haute ville
2025-1076991,2025-02-24,1,Vente,613000.0,2.0,,RUE MARIE THERESE,4890,83000.0,83137,Toulon,83,,,83137000BV0531,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,136.0,5.938595,43.110863,Toulon - Haute ville
2025-1076991,2025-02-24,1,Vente,613000.0,2.0,,RUE MARIE THERESE,4890,83000.0,83137,Toulon,83,,,83137000BV0531,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,136.0,5.938595,43.110863,Toulon - Haute ville
2025-1076991,2025-02-24,1,Vente,613000.0,2.0,,RUE MARIE THERESE,4890,83000.0,83137,Toulon,83,,,83137000BV0531,,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,20.0,0.0,S,sols,,,136.0,5.938595,43.110863,Toulon - Haute ville
2025-1076991,2025-02-24,1,Vente,613000.0,2.0,,RUE MARIE THERESE,4890,83000.0,83137,Toulon,83,,,83137000BV0531,,,,,,,,,,,,,0,2.0,Appartement,42.0,3.0,S,sols,,,136.0,5.938595,43.110863,Toulon - Haute ville
2025-1076991,2025-02-24,1,Vente,613000.0,2.0,,RUE MARIE THERESE,4890,83000.0,83137,Toulon,83,,,83137000BV0531,,,,,,,,,,,,,0,2.0,Appartement,42.0,3.0,S,sols,,,136.0,5.938595,43.110863,Toulon - Haute ville
2025-1076991,2025-02-24,1,Vente,613000.0,2.0,,RUE MARIE THERESE,4890,83000.0,83137,Toulon,83,,,83137000BV0531,,,,,,,,,,,,,0,2.0,Appartement,42.0,3.0,S,sols,,,136.0,5.938595,43.110863,Toulon - Haute ville
2025-1076991,2025-02-24,1,Vente,613000.0,2.0,,RUE MARIE THERESE,4890,83000.0,83137,Toulon,83,,,83137000BV0531,,,,,,,,,,,,,0,2.0,Appartement,42.0,3.0,S,sols,,,136.0,5.938595,43.110863,Toulon - Haute ville
2025-1076991,2025-02-24,1,Vente,613000.0,2.0,,RUE MARIE THERESE,4890,83000.0,83137,Toulon,83,,,83137000BV0531,,,,,,,,,,,,,0,2.0,Appartement,41.0,2.0,S,sols,,,136.0,5.938595,43.110863,Toulon - Haute ville
2025-1076994,2025-02-14,1,Vente,407900.0,71.0,,BD SAINTE HELENE,6595,83000.0,83137,Toulon,83,,,83137000BV0990,,,1.0,,9.0,95.59,,,,,,,2,2.0,Appartement,98.0,3.0,,,,,,5.940178,43.109526,Toulon - Haute ville
2025-1076994,2025-02-14,1,Vente,407900.0,71.0,,BD SAINTE HELENE,6595,83000.0,83137,Toulon,83,,,83137000BV0990,,,1.0,,9.0,95.59,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.940178,43.109526,Toulon - Haute ville
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,2.0,Appartement,68.0,4.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,2.0,Appartement,55.0,3.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,2.0,Appartement,68.0,4.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,2.0,Appartement,55.0,3.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,2.0,Appartement,30.0,1.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,3.0,Dépendance,,0.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,2.0,Appartement,57.0,3.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,2.0,Appartement,40.0,2.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,2.0,Appartement,30.0,1.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,2.0,Appartement,57.0,3.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,2.0,Appartement,40.0,2.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,2.0,Appartement,30.0,1.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,2.0,Appartement,41.0,2.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,2.0,Appartement,57.0,3.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,2.0,Appartement,41.0,2.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,2.0,Appartement,30.0,1.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,2.0,Appartement,57.0,3.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,2.0,Appartement,61.0,3.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076998,2025-02-28,1,Vente,1270000.0,125.0,,RUE FELIX MAYOL,2820,83200.0,83137,Toulon,83,,,83137000CX0613,,,,,,,,,,,,,0,2.0,Appartement,27.0,1.0,S,sols,,,416.0,5.911732,43.127992,Toulon - Ubc - Dardennes - Barbanne
2025-1076999,2025-02-07,1,Vente,23000.0,179.0,,AV DES MOULINS,5335,83200.0,83137,Toulon,83,,,83137000DH0513,,,11.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.912671,43.139284,Toulon - Ubc - Dardennes - Barbanne
2025-1077001,2025-02-28,1,Vente,282000.0,9001.0,,IMP SAINT DOMINIQUE,6435,83000.0,83137,Toulon,83,,,83137000BX0119,,,27.0,,37.0,67.0,,,,,,,2,2.0,Appartement,68.0,4.0,,,,,,5.93556,43.108069,Toulon - Haute ville
2025-1077001,2025-02-28,1,Vente,282000.0,9001.0,,IMP SAINT DOMINIQUE,6435,83000.0,83137,Toulon,83,,,83137000BX0119,,,27.0,,37.0,67.0,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.93556,43.108069,Toulon - Haute ville
2025-1077003,2025-02-24,1,Vente,235000.0,93.0,,BD PHILIPPE RIPERT,5740,83200.0,83137,Toulon,83,,,83137000DI0459,,,1.0,,18.0,45.82,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.903307,43.13453,Toulon - Ubc - Dardennes - Barbanne
2025-1077003,2025-02-24,1,Vente,235000.0,93.0,,BD PHILIPPE RIPERT,5740,83200.0,83137,Toulon,83,,,83137000DI0459,,,1.0,,18.0,45.82,,,,,,,2,1.0,Maison,45.0,2.0,,,,,,5.903307,43.13453,Toulon - Ubc - Dardennes - Barbanne
2025-1077007,2025-02-25,1,Vente,125000.0,79.0,,AV GENERAL NOGUES,3305,83000.0,83137,Toulon,83,,,83137000CP0107,,,11.0,,22.0,74.12,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.921215,43.12786,Toulon - Haute ville
2025-1077007,2025-02-25,1,Vente,125000.0,79.0,,AV GENERAL NOGUES,3305,83000.0,83137,Toulon,83,,,83137000CP0107,,,11.0,,22.0,74.12,,,,,,,2,2.0,Appartement,76.0,4.0,,,,,,5.921215,43.12786,Toulon - Haute ville
2025-1077008,2025-02-25,1,Vente,155000.0,189.0,,CHE DE PROVENCE,6010,83100.0,83137,Toulon,83,,,83137000AH0090,,,20.0,45.1,9.0,,,,,,,,2,2.0,Appartement,47.0,2.0,,,,,,5.966217,43.133805,Toulon - Haute ville
2025-1077008,2025-02-25,1,Vente,155000.0,189.0,,CHE DE PROVENCE,6010,83100.0,83137,Toulon,83,,,83137000AH0090,,,20.0,45.1,9.0,,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.966217,43.133805,Toulon - Haute ville
2025-1077008,2025-02-25,1,Vente,155000.0,189.0,,CHE DE PROVENCE,6010,83100.0,83137,Toulon,83,,,83137000AH0090,,,20.0,45.1,9.0,,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.966217,43.133805,Toulon - Haute ville
2025-1077009,2025-02-24,1,Vente,200000.0,9.0,,RUE HIPPOLYTE DUPRAT,3615,83000.0,83137,Toulon,83,,,83137000CO0137,,,30.0,50.53,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,52.0,0.0,,,,,,5.931646,43.124354,Toulon - Haute ville
2025-1077011,2025-02-25,1,Vente,85000.0,10.0,,RUE LAMARTINE,4270,83000.0,83137,Toulon,83,,,83137000CI0299,,,44.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.943161,43.122318,Toulon - Haute ville
2025-1077011,2025-02-25,1,Vente,85000.0,10.0,,RUE LAMARTINE,4270,83000.0,83137,Toulon,83,,,83137000CI0299,,,40.0,23.9,,,,,,,,,1,2.0,Appartement,24.0,1.0,,,,,,5.943161,43.122318,Toulon - Haute ville
2025-1077013,2025-02-25,1,Vente,132500.0,107.0,,PL MARIE CURIE,4878,83000.0,83137,Toulon,83,,,83137000AR0423,,,172.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.94689,43.127688,Toulon - Haute ville
2025-1077013,2025-02-25,1,Vente,132500.0,107.0,,PL MARIE CURIE,4878,83000.0,83137,Toulon,83,,,83137000AR0423,,,131.0,,147.0,52.7,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.94689,43.127688,Toulon - Haute ville
2025-1077013,2025-02-25,1,Vente,132500.0,107.0,,PL MARIE CURIE,4878,83000.0,83137,Toulon,83,,,83137000AR0423,,,131.0,,147.0,52.7,,,,,,,2,2.0,Appartement,53.0,3.0,,,,,,5.94689,43.127688,Toulon - Haute ville
2025-1077015,2025-02-21,1,Vente,129000.0,96.0,,AV FORBIN,2893,83100.0,83137,Toulon,83,,,83137000BE0492,,,14.0,68.73,6.0,,,,,,,,2,2.0,Appartement,74.0,4.0,,,,,,5.964928,43.123245,Toulon - Haute ville
2025-1077015,2025-02-21,1,Vente,129000.0,96.0,,AV FORBIN,2893,83100.0,83137,Toulon,83,,,83137000BE0492,,,14.0,68.73,6.0,,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.964928,43.123245,Toulon - Haute ville
2025-1077015,2025-02-21,1,Vente,129000.0,96.0,,AV FORBIN,2893,83100.0,83137,Toulon,83,,,83137000BE0492,,,14.0,68.73,6.0,,,,,,,,2,3.0,Dépendance,,0.0,,,,,,5.964928,43.123245,Toulon - Haute ville
2025-1077015,2025-02-21,1,Vente,129000.0,96.0,,AV FORBIN,2893,83100.0,83137,Toulon,83,,,83137000BE0492,,,606.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.964928,43.123245,Toulon - Haute ville
2025-1077017,2025-02-24,1,Vente,280000.0,129.0,A,BD GRIGNAN,3460,83000.0,83137,Toulon,83,,,83137000BV0954,,,27.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.938279,43.109175,Toulon - Haute ville
2025-1077017,2025-02-24,1,Vente,280000.0,125.0,,BD GRIGNAN,3460,83000.0,83137,Toulon,83,,,83137000BV0954,,,3.0,58.68,,,,,,,,,1,2.0,Appartement,60.0,2.0,,,,,,5.938279,43.109175,Toulon - Haute ville
2025-1077019,2025-02-18,1,Vente,630000.0,9001.0,,RUE GEN LOUIS DE PARTOUNEAUX,3275,83000.0,83137,Toulon,83,,,83137000BV0046,,,44.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.941012,43.111274,Toulon - Haute ville
2025-1077019,2025-02-18,1,Vente,630000.0,9001.0,,RUE GEN LOUIS DE PARTOUNEAUX,3275,83000.0,83137,Toulon,83,,,83137000BV0046,,,53.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.941012,43.111274,Toulon - Haute ville
2025-1077019,2025-02-18,1,Vente,630000.0,9001.0,,RUE GEN LOUIS DE PARTOUNEAUX,3275,83000.0,83137,Toulon,83,,,83137000BV0046,,,57.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.941012,43.111274,Toulon - Haute ville
2025-1077019,2025-02-18,1,Vente,630000.0,9001.0,,RUE GEN LOUIS DE PARTOUNEAUX,3275,83000.0,83137,Toulon,83,,,83137000BV0046,,,5.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.941012,43.111274,Toulon - Haute ville
2025-1077019,2025-02-18,1,Vente,630000.0,9001.0,,RUE GEN LOUIS DE PARTOUNEAUX,3275,83000.0,83137,Toulon,83,,,83137000BV0046,,,6.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.941012,43.111274,Toulon - Haute ville
2025-1077019,2025-02-18,1,Vente,630000.0,9001.0,,RUE GEN LOUIS DE PARTOUNEAUX,3275,83000.0,83137,Toulon,83,,,83137000BV0046,,,7.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.941012,43.111274,Toulon - Haute ville
2025-1077019,2025-02-18,1,Vente,630000.0,9001.0,,RUE GEN LOUIS DE PARTOUNEAUX,3275,83000.0,83137,Toulon,83,,,83137000BV0046,,,15.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.941012,43.111274,Toulon - Haute ville
2025-1077019,2025-02-18,1,Vente,630000.0,9001.0,,RUE GEN LOUIS DE PARTOUNEAUX,3275,83000.0,83137,Toulon,83,,,83137000BV0046,,,16.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.941012,43.111274,Toulon - Haute ville
2025-1077019,2025-02-18,1,Vente,630000.0,9001.0,,RUE GEN LOUIS DE PARTOUNEAUX,3275,83000.0,83137,Toulon,83,,,83137000BV0046,,,17.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.941012,43.111274,Toulon - Haute ville
2025-1077019,2025-02-18,1,Vente,630000.0,9001.0,,RUE GEN LOUIS DE PARTOUNEAUX,3275,83000.0,83137,Toulon,83,,,83137000BV0046,,,43.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.941012,43.111274,Toulon - Haute ville
2025-1077019,2025-02-18,1,Vente,630000.0,9001.0,,RUE GEN LOUIS DE PARTOUNEAUX,3275,83000.0,83137,Toulon,83,,,83137000BV0046,,,18.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.941012,43.111274,Toulon - Haute ville
2025-1077019,2025-02-18,1,Vente,630000.0,9001.0,,RUE GEN LOUIS DE PARTOUNEAUX,3275,83000.0,83137,Toulon,83,,,83137000BV0046,,,29.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.941012,43.111274,Toulon - Haute ville
2025-1077019,2025-02-18,1,Vente,630000.0,9001.0,,RUE GEN LOUIS DE PARTOUNEAUX,3275,83000.0,83137,Toulon,83,,,83137000BV0046,,,30.0,,,,,,,,,,1,3.0,Dépendance,,0.0,,,,,,5.941012,43.111274,Toulon - Haute ville
